"incident_id","student_id","date_of_event","date_of_action","incident_type","action_taken","school_id","description"
"299","LsHCByYy","2024-09-30","2024-09-30","academic dishonesty","warning","chs","Student caught plagiarizing an essay during afternoon study hall. Showed defiance when confronted, claiming ignorance. Suspicion raised due to sudden shift in writing style. Discovery of multiple online sources confirmed dishonesty."
"300","qGnbHjM4","2024-09-30","2024-09-30","academic dishonesty","ISS","chs","Student caught plagiarizing a research paper. Showed no remorse, insisting work was original. Tried to defend by claiming ""everyone does it."" Unique excuse but severity of offense warrants ISS."
"301","76tJwrGh","2024-09-30","2024-09-30","altercation","ISS","chs","Altercation in cafeteria during lunch, student was combative and refused to follow staff instructions. Poured milkshake on another student's head, resulting in a food fight. Raised voices and overturned tables."
"302","TjBfAExG","2024-09-30","2024-09-30","bullying","warning","dhs","Student displayed aggressive behavior during lunch, targeting a peer repeatedly with taunting remarks and exclusionary actions. Student's demeanor was confrontational, causing distress to the peer. Actions escalated when student knocked over peer's belongings. Warning issued for future conduct."
"303","rgrJWDt8","2024-09-30","2024-09-30","academic dishonesty","warning","chs","Student caught plagiarizing an essay during afternoon study hall. Showed defiance when confronted, claiming innocence despite overwhelming evidence. This is a warning for their first offense of academic dishonesty."
"304","6ZvFc0U4","2024-09-30","2024-09-30","academic dishonesty","ISS","chs","Student caught plagiarizing a research paper. Showed no remorse, even argued they didn't know it was wrong. Started sweating profusely and tapping their foot rapidly during questioning."
"305","wdZXlOS7","2024-09-30","2024-09-30","altercation","ISS","chs","Altercation occurred during lunch hour in cafeteria. Student displayed aggressive behavior, raised voices, and overturned a table. Other students intervened to prevent escalation..TextImageRelationISS assigned."
"306","fFuBqhHQ","2024-09-29","2024-09-30","altercation","suspension","chs","Altercation in cafeteria during lunch, involving yelling and throwing food. Student appeared agitated and refused to calm down despite staff intervention. Disciplinary action necessary to address violent behavior."
"307","7WCmLlRv","2024-09-30","2024-09-30","theft","ISS","chs","Student was caught stealing multiple items from a teacher's desk during lunch break. Student showed no remorse and was sneaky in their actions. The severity of the theft required disciplinary action to be taken."
"308","Q4l5IGlR","2024-09-30","2024-09-30","theft","detention","ajh","Student was observed taking items from another student's bag during lunch. Student appeared nervous and secretive, hiding the items in their own bag. The stolen items were a snack and a small toy. Staff intervened before further escalation."
"309","2cSivuHx","2024-09-29","2024-09-30","altercation","detention","ajh","Student engaged in a physical altercation in the cafeteria during lunchtime. Student showed aggressive behavior and refused to comply with instructions. Other students were involved, but no serious injuries reported. School staff intervened swiftly."
"310","nLrxf0rH","2024-09-30","2024-09-30","bullying","ISS","chs","Student was caught taunting other students during lunchtime, taking their personal items and refusing to return them. Showed no remorse when confronted, only stopping when a teacher intervened. Displayed a lack of empathy and respect towards peers."
"311","FfPpMaYE","2024-09-30","2024-09-30","theft","suspension","ajh","Student's theft involved taking multiple items from a teacher's desk during lunch hours. The student was observed displaying nervous behavior and attempting to conceal the stolen items in a seemingly careless manner."
"312","yDeIX2Y8","2024-09-30","2024-09-30","bullying","ISS","chs","Student engaged in persistent name-calling and intimidation towards another student during lunchtime. Student showed no remorse and refused to acknowledge the impact of their actions. This behavior is unacceptable and warrants disciplinary action."
"313","kOlyvGdu","2024-10-01","2024-10-01","altercation","ISS","ajh","Student engaged in a physical altercation in the cafeteria during lunchtime. Student was highly agitated, using loud and inappropriate language. The altercation involved throwing a food tray across the room, causing a disruption."
"314","wJxEBMRJ","2024-10-01","2024-10-01","bullying","ISS","chs","Student engaged in repeated name-calling and intimidation towards another student during lunch, escalating to physical shoving. Showed no remorse or willingness to stop despite warnings. A serious infraction that cannot be tolerated. ISS is necessary."
"315","uR14KzNS","2024-10-01","2024-10-01","academic dishonesty","detention","chs","Student caught plagiarizing a research paper. Showed no remorse, claimed ignorance. Used obscure sources including a recipe blog as a credible reference. Detention ordered for next week."
"316","njhNbp8D","2024-10-01","2024-10-01","altercation","parent conference","ajh","""Student was involved in a physical altercation during lunchtime. Student showed aggressive behavior and refused to comply with instructions. Odd detail: student was wearing mismatched socks and appeared very agitated."""
"317","B27MaCed","2024-10-01","2024-10-01","academic dishonesty","parent conference","dhs","Student was caught copying a peer's work during morning study hall. Despite initial denial, student eventually admitted their actions but showed minimal remorse. This is a concerning breach of academic integrity that requires further discussion with parents."
"318","inHQzOdb","2024-09-30","2024-10-01","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history essay during 3rd period. Showed no remorse or understanding of the offense, even after shown evidence. Refused to admit fault, claimed it was ""just easier this way."""
"319","CXgCiMVF","2024-10-01","2024-10-01","bullying","ISS","ajh","Student engaged in persistent verbal taunts during lunch, targeting another student's physical appearance. Showed defiance when confronted, raising voice and refusing to make eye contact. Witness reported their lunch tray being knocked over in the commotion."
"320","AvWU1TA9","2024-10-01","2024-10-01","dress code","detention","ajh","Student was in violation of dress code by wearing flip-flops, a baseball cap, and ripped jeans. Despite multiple warnings, student was uncooperative and argumentative when asked to change. Detention is necessary to address this repeated issue."
